===BURST_CSV_BEGIN===
# fastburst: 2048 frames @ 100.01 kSPS native (measured), 0 seq-gaps, 0 bad-hdr; us = idx x 9.999 us
us,seq,i3,i4,i5,vrail,i7,i8
10969.4,132,-0.0015,0.0048,-0.0020,0.0209,-0.0025,0.0032
10979.4,133,0.0000,0.0048,0.0026,0.0226,0.0005,0.0108
10989.4,134,0.0031,0.0078,0.0041,0.0217,0.0021,0.0108
10999.4,135,0.0046,0.0109,0.0072,0.0217,0.0021,0.0123
11009.4,136,0.0061,0.0139,0.0103,0.0209,0.0036,0.0215
11019.4,137,0.0107,0.0185,0.0133,0.0209,0.0005,0.0230
11029.4,138,0.0183,0.0246,0.0255,0.0200,0.0005,0.0246
11039.4,139,0.0229,0.0215,0.0286,0.0209,0.0036,0.0200
11049.4,140,0.0244,0.0231,0.0316,0.0209,0.0036,0.0261
11059.4,141,0.0351,0.0307,0.0392,0.0217,0.0051,0.0307
11069.4,142,0.0382,0.0353,0.0392,0.0209,0.0051,0.0291
11079.4,143,0.0366,0.0353,0.0377,0.0226,0.0082,0.0307
11089.4,144,0.0366,0.0399,0.0408,0.0209,0.0066,0.0352
11099.4,145,0.0412,0.0414,0.0408,0.0217,0.0097,0.0383
11109.4,146,0.0397,0.0399,0.0438,0.0217,0.0097,0.0383
11119.4,147,0.0412,0.0399,0.0423,0.0217,0.0112,0.0368
11129.4,148,0.0412,0.0353,0.0392,0.0200,0.0097,0.0383
11139.4,149,0.0427,0.0307,0.0316,0.0217,0.0082,0.0368
11149.4,150,0.0412,0.0353,0.0316,0.0217,0.0112,0.0307
11159.4,151,0.0351,0.0353,0.0331,0.0209,0.0143,0.0276
11169.4,152,0.0336,0.0307,0.0331,0.0217,0.0128,0.0215
11179.4,153,0.0290,0.0353,0.0301,0.0226,0.0128,0.0215
11189.4,154,0.0244,0.0338,0.0331,0.0209,0.0143,0.0230
11199.4,155,0.0321,0.0414,0.0362,0.0200,0.0173,0.0322
11209.4,156,0.0427,0.0490,0.0438,0.0209,0.0173,0.0459
11219.4,157,0.0550,0.0597,0.0545,0.0217,0.0173,0.0612
11229.4,158,0.0641,0.0673,0.0637,0.0209,0.0173,0.0703
11239.4,159,0.0717,0.0780,0.0698,0.0209,0.0204,0.0749
11249.4,160,0.0763,0.0963,0.0804,0.0209,0.0234,0.0825
11259.4,161,0.0885,0.1146,0.0957,0.0200,0.0234,0.0963
11269.4,162,0.1023,0.1207,0.1110,0.0209,0.0265,0.1085
11279.4,163,0.1190,0.1238,0.1247,0.0209,0.0295,0.1192
11289.4,164,0.1267,0.1253,0.1323,0.0209,0.0295,0.1192
11299.4,165,0.1328,0.1284,0.1338,0.0209,0.0326,0.1268
11309.4,166,0.1312,0.1375,0.1308,0.0209,0.0372,0.1344
11319.4,167,0.1343,0.1467,0.1354,0.0200,0.0417,0.1405
11329.4,168,0.1450,0.1512,0.1445,0.0209,0.0417,0.1481
11339.4,169,0.1557,0.1512,0.1506,0.0217,0.0448,0.1512
11349.4,170,0.1618,0.1512,0.1613,0.0209,0.0494,0.1634
11359.4,171,0.1648,0.1574,0.1720,0.0200,0.0524,0.1695
11369.4,172,0.1694,0.1619,0.1735,0.0200,0.0555,0.1741
11379.4,173,0.1740,0.1696,0.1781,0.0209,0.0555,0.1741
11389.4,174,0.1755,0.1772,0.1812,0.0200,0.0601,0.1802
11399.4,175,0.1801,0.1818,0.1796,0.0200,0.0631,0.1878
11409.4,176,0.1847,0.1863,0.1827,0.0209,0.0692,0.1893
11419.4,177,0.1923,0.1818,0.1857,0.0217,0.0707,0.1939
11429.4,178,0.1923,0.1772,0.1857,0.0209,0.0723,0.1939
11439.4,179,0.1892,0.1787,0.1842,0.0209,0.0753,0.1924
11449.4,180,0.1831,0.1787,0.1842,0.0209,0.0784,0.1863
11459.4,181,0.1770,0.1741,0.1857,0.0191,0.0784,0.1771
11469.4,182,0.1770,0.1757,0.1781,0.0191,0.0829,0.1710
11479.4,183,0.1709,0.1665,0.1735,0.0191,0.0860,0.1710
11489.4,184,0.1587,0.1543,0.1659,0.0191,0.0890,0.1604
11499.4,185,0.1496,0.1467,0.1598,0.0191,0.0906,0.1527
11509.4,186,0.1480,0.1436,0.1552,0.0191,0.0921,0.1436
11519.4,187,0.1435,0.1329,0.1445,0.0191,0.0906,0.1359
11529.4,188,0.1374,0.1284,0.1338,0.0191,0.0936,0.1314
11539.4,189,0.1221,0.1207,0.1171,0.0200,0.0921,0.1222
11549.4,190,0.1038,0.1055,0.1003,0.0191,0.0951,0.1054
11559.4,191,0.0901,0.0872,0.0865,0.0200,0.0951,0.0841
11569.4,192,0.0763,0.0734,0.0698,0.0191,0.0921,0.0673
11579.4,193,0.0595,0.0551,0.0591,0.0191,0.0906,0.0505
11589.4,194,0.0412,0.0383,0.0423,0.0183,0.0875,0.0322
11599.4,195,0.0275,0.0215,0.0255,0.0200,0.0890,0.0169
11609.4,196,0.0138,0.0109,0.0164,0.0183,0.0875,0.0123
11619.4,197,0.0061,0.0063,0.0072,0.0191,0.0860,0.0062
11629.4,198,-0.0015,0.0032,0.0026,0.0191,0.0814,-0.0014
11639.4,199,-0.0030,0.0002,-0.0004,0.0191,0.0799,-0.0121
11649.4,200,-0.0061,-0.0044,-0.0065,0.0191,0.0784,-0.0166
11659.4,201,-0.0137,-0.0090,-0.0126,0.0183,0.0784,-0.0151
11669.4,202,-0.0137,-0.0059,-0.0111,0.0183,0.0738,-0.0075
11679.4,203,-0.0076,0.0002,-0.0096,0.0183,0.0738,-0.0044
11689.4,204,-0.0030,0.0017,-0.0035,0.0183,0.0692,-0.0044
11699.4,205,0.0031,0.0078,0.0072,0.0183,0.0707,-0.0014
11709.4,206,0.0077,0.0093,0.0225,0.0183,0.0692,0.0093
11719.4,207,0.0183,0.0185,0.0331,0.0191,0.0677,0.0215
11729.4,208,0.0321,0.0338,0.0392,0.0200,0.0662,0.0383
11739.4,209,0.0427,0.0536,0.0484,0.0183,0.0692,0.0505
11749.4,210,0.0534,0.0658,0.0591,0.0183,0.0662,0.0612
11759.4,211,0.0702,0.0795,0.0728,0.0183,0.0662,0.0703
11769.4,212,0.0885,0.0917,0.0881,0.0191,0.0677,0.0810
11779.4,213,0.0992,0.0978,0.0957,0.0183,0.0677,0.0917
11789.4,214,0.1114,0.1024,0.1064,0.0183,0.0692,0.1008
11799.4,215,0.1160,0.1039,0.1125,0.0174,0.0723,0.1069
11809.4,216,0.1175,0.1070,0.1140,0.0191,0.0723,0.1176
11819.4,217,0.1206,0.1116,0.1186,0.0183,0.0723,0.1207
11829.4,218,0.1206,0.1207,0.1232,0.0191,0.0738,0.1253
11839.4,219,0.1312,0.1314,0.1293,0.0183,0.0753,0.1268
11849.4,220,0.1374,0.1360,0.1369,0.0183,0.0768,0.1344
11859.4,221,0.1404,0.1406,0.1400,0.0183,0.0799,0.1375
11869.4,222,0.1435,0.1451,0.1400,0.0191,0.0814,0.1420
11879.4,223,0.1511,0.1512,0.1476,0.0174,0.0829,0.1466
11889.4,224,0.1541,0.1543,0.1552,0.0191,0.0845,0.1527
11899.4,225,0.1602,0.1650,0.1598,0.0174,0.0875,0.1649
11909.4,226,0.1618,0.1696,0.1659,0.0174,0.0890,0.1710
11919.4,227,0.1679,0.1696,0.1735,0.0183,0.0890,0.1741
11929.4,228,0.1786,0.1711,0.1781,0.0183,0.0951,0.1787
11939.4,229,0.1816,0.1711,0.1750,0.0183,0.0951,0.1771
11949.4,230,0.1770,0.1696,0.1735,0.0183,0.0982,0.1771
11959.4,231,0.1770,0.1680,0.1766,0.0183,0.0997,0.1787
11969.4,232,0.1755,0.1711,0.1812,0.0174,0.1028,0.1756
11979.4,233,0.1724,0.1757,0.1781,0.0183,0.1043,0.1787
11989.4,234,0.1709,0.1726,0.1766,0.0183,0.1058,0.1802
11999.4,235,0.1724,0.1757,0.1781,0.0183,0.1074,0.1771
12009.4,236,0.1755,0.1757,0.1827,0.0191,0.1089,0.1710
12019.4,237,0.1740,0.1741,0.1827,0.0174,0.1104,0.1771
12029.4,238,0.1724,0.1711,0.1781,0.0183,0.1119,0.1756
12039.4,239,0.1709,0.1726,0.1766,0.0174,0.1150,0.1741
12049.4,240,0.1740,0.1741,0.1735,0.0191,0.1165,0.1741
12059.4,241,0.1740,0.1741,0.1735,0.0174,0.1180,0.1771
12069.4,242,0.1740,0.1757,0.1766,0.0165,0.1196,0.1802
12079.4,243,0.1770,0.1787,0.1720,0.0174,0.1211,0.1832
12089.4,244,0.1755,0.1802,0.1644,0.0174,0.1226,0.1832
12099.4,245,0.1709,0.1787,0.1613,0.0174,0.1257,0.1787
12109.4,246,0.1602,0.1711,0.1552,0.0174,0.1241,0.1710
12119.4,247,0.1557,0.1650,0.1491,0.0174,0.1257,0.1558
12129.4,248,0.1465,0.1528,0.1476,0.0174,0.1257,0.1436
12139.4,249,0.1358,0.1390,0.1384,0.0165,0.1272,0.1314
12149.4,250,0.1282,0.1299,0.1323,0.0157,0.1257,0.1253
12159.4,251,0.1175,0.1177,0.1216,0.0165,0.1272,0.1131
12169.4,252,0.1053,0.1085,0.1110,0.0157,0.1272,0.1054
12179.4,253,0.0901,0.1024,0.1018,0.0165,0.1241,0.0917
12189.4,254,0.0839,0.0933,0.0972,0.0174,0.1241,0.0871
12199.4,255,0.0809,0.0780,0.0942,0.0165,0.1226,0.0856
12209.4,0,0.0809,0.0750,0.0911,0.0165,0.1211,0.0841
12219.4,1,0.0763,0.0689,0.0820,0.0165,0.1196,0.0795
12229.4,2,0.0748,0.0643,0.0789,0.0157,0.1180,0.0749
12239.4,3,0.0748,0.0643,0.0774,0.0157,0.1165,0.0719
12249.4,4,0.0687,0.0597,0.0682,0.0165,0.1150,0.0658
12259.4,5,0.0656,0.0536,0.0576,0.0157,0.1150,0.0642
12269.4,6,0.0595,0.0582,0.0515,0.0148,0.1150,0.0566
12279.4,7,0.0565,0.0643,0.0484,0.0157,0.1135,0.0535
12289.4,8,0.0550,0.0582,0.0453,0.0157,0.1104,0.0535
12299.4,9,0.0534,0.0505,0.0515,0.0157,0.1104,0.0551
12309.4,10,0.0504,0.0490,0.0545,0.0157,0.1104,0.0551
12319.4,11,0.0534,0.0490,0.0560,0.0157,0.1074,0.0520
12329.4,12,0.0595,0.0521,0.0484,0.0157,0.1074,0.0505
12339.4,13,0.0565,0.0490,0.0484,0.0148,0.1058,0.0505
12349.4,14,0.0519,0.0490,0.0469,0.0148,0.1043,0.0520
12359.4,15,0.0534,0.0505,0.0438,0.0157,0.1028,0.0566
12369.4,16,0.0534,0.0536,0.0515,0.0148,0.1013,0.0612
12379.4,17,0.0519,0.0536,0.0484,0.0148,0.0997,0.0581
12389.4,18,0.0504,0.0536,0.0515,0.0148,0.0997,0.0596
12399.4,19,0.0550,0.0551,0.0499,0.0157,0.0982,0.0566
12409.4,20,0.0580,0.0521,0.0530,0.0148,0.0967,0.0581
12419.4,21,0.0611,0.0475,0.0560,0.0148,0.0982,0.0581
12429.4,22,0.0656,0.0475,0.0560,0.0157,0.0967,0.0581
12439.4,23,0.0687,0.0551,0.0560,0.0148,0.0967,0.0535
12449.4,24,0.0672,0.0627,0.0545,0.0157,0.0921,0.0551
12459.4,25,0.0626,0.0627,0.0484,0.0157,0.0936,0.0566
12469.4,26,0.0550,0.0597,0.0453,0.0157,0.0936,0.0581
12479.3,27,0.0519,0.0536,0.0423,0.0139,0.0921,0.0581
12489.3,28,0.0458,0.0521,0.0453,0.0148,0.0906,0.0551
12499.3,29,0.0458,0.0551,0.0499,0.0139,0.0906,0.0551
12509.3,30,0.0473,0.0597,0.0530,0.0157,0.0890,0.0612
12519.3,31,0.0504,0.0566,0.0560,0.0157,0.0906,0.0658
12529.3,32,0.0519,0.0582,0.0530,0.0157,0.0906,0.0673
12539.3,33,0.0534,0.0566,0.0515,0.0148,0.0875,0.0673
12549.3,34,0.0550,0.0612,0.0530,0.0157,0.0890,0.0673
12559.3,35,0.0595,0.0673,0.0576,0.0157,0.0860,0.0734
12569.3,36,0.0641,0.0673,0.0637,0.0148,0.0875,0.0749
12579.3,37,0.0641,0.0750,0.0713,0.0148,0.0875,0.0734
12589.3,38,0.0656,0.0780,0.0728,0.0139,0.0860,0.0703
12599.3,39,0.0687,0.0780,0.0713,0.0157,0.0860,0.0688
12609.3,40,0.0687,0.0734,0.0667,0.0157,0.0845,0.0688
12619.3,41,0.0656,0.0658,0.0606,0.0157,0.0829,0.0688
12629.3,42,0.0626,0.0612,0.0560,0.0165,0.0860,0.0627
12639.3,43,0.0565,0.0536,0.0545,0.0148,0.0829,0.0596
12649.3,44,0.0534,0.0490,0.0515,0.0148,0.0829,0.0581
12659.3,45,0.0504,0.0399,0.0499,0.0148,0.0829,0.0535
12669.3,46,0.0489,0.0444,0.0469,0.0148,0.0814,0.0474
12679.3,47,0.0473,0.0460,0.0392,0.0157,0.0814,0.0429
12689.3,48,0.0412,0.0414,0.0316,0.0157,0.0784,0.0383
12699.3,49,0.0382,0.0368,0.0301,0.0148,0.0784,0.0352
12709.3,50,0.0366,0.0368,0.0255,0.0148,0.0768,0.0322
12719.3,51,0.0382,0.0368,0.0240,0.0148,0.0768,0.0307
12729.3,52,0.0397,0.0307,0.0270,0.0157,0.0753,0.0352
12739.3,53,0.0351,0.0353,0.0331,0.0157,0.0723,0.0368
12749.3,54,0.0336,0.0368,0.0377,0.0165,0.0738,0.0398
12759.3,55,0.0305,0.0338,0.0377,0.0148,0.0707,0.0368
12769.3,56,0.0290,0.0322,0.0331,0.0157,0.0707,0.0368
12779.3,57,0.0305,0.0322,0.0377,0.0157,0.0707,0.0352
12789.3,58,0.0290,0.0353,0.0423,0.0148,0.0677,0.0368
12799.3,59,0.0305,0.0368,0.0408,0.0148,0.0707,0.0383
12809.3,60,0.0290,0.0399,0.0438,0.0148,0.0662,0.0429
12819.3,61,0.0351,0.0444,0.0438,0.0165,0.0692,0.0459
12829.3,62,0.0427,0.0521,0.0453,0.0157,0.0662,0.0490
12839.3,63,0.0443,0.0551,0.0484,0.0157,0.0677,0.0490
12849.3,64,0.0534,0.0582,0.0530,0.0157,0.0662,0.0520
12859.3,65,0.0580,0.0612,0.0499,0.0139,0.0662,0.0581
12869.3,66,0.0580,0.0566,0.0484,0.0148,0.0662,0.0581
12879.3,67,0.0565,0.0536,0.0499,0.0157,0.0662,0.0535
12889.3,68,0.0534,0.0490,0.0469,0.0139,0.0646,0.0535
12899.3,69,0.0534,0.0505,0.0484,0.0148,0.0662,0.0566
12909.3,70,0.0519,0.0475,0.0499,0.0148,0.0662,0.0505
12919.3,71,0.0489,0.0444,0.0438,0.0157,0.0646,0.0490
12929.3,72,0.0427,0.0429,0.0469,0.0139,0.0662,0.0459
12939.3,73,0.0427,0.0368,0.0499,0.0148,0.0631,0.0413
12949.3,74,0.0412,0.0368,0.0469,0.0148,0.0631,0.0429
12959.3,75,0.0366,0.0307,0.0331,0.0148,0.0631,0.0413
12969.3,76,0.0336,0.0246,0.0225,0.0157,0.0616,0.0307
12979.3,77,0.0321,0.0154,0.0209,0.0148,0.0616,0.0276
12989.3,78,0.0275,0.0154,0.0255,0.0157,0.0601,0.0276
12999.3,79,0.0275,0.0170,0.0286,0.0157,0.0601,0.0291
13009.3,80,0.0244,0.0246,0.0240,0.0157,0.0601,0.0276
13019.3,81,0.0214,0.0246,0.0209,0.0157,0.0570,0.0230
13029.3,82,0.0183,0.0246,0.0164,0.0157,0.0570,0.0200
13039.3,83,0.0214,0.0185,0.0209,0.0139,0.0570,0.0215
13049.3,84,0.0229,0.0139,0.0225,0.0157,0.0555,0.0230
13059.3,85,0.0214,0.0109,0.0240,0.0148,0.0555,0.0184
13069.3,86,0.0199,0.0124,0.0194,0.0148,0.0539,0.0139
13079.3,87,0.0153,0.0170,0.0179,0.0148,0.0524,0.0139
13089.3,88,0.0138,0.0139,0.0179,0.0148,0.0524,0.0154
13099.3,89,0.0122,0.0124,0.0164,0.0148,0.0509,0.0169
13109.3,90,0.0138,0.0063,0.0133,0.0139,0.0494,0.0154
13119.3,91,0.0107,0.0063,0.0103,0.0165,0.0509,0.0154
13129.3,92,0.0061,0.0063,0.0087,0.0165,0.0494,0.0139
13139.3,93,0.0031,0.0109,0.0026,0.0148,0.0463,0.0139
13149.3,94,0.0061,0.0170,0.0041,0.0165,0.0463,0.0123
13159.3,95,0.0077,0.0170,0.0087,0.0157,0.0463,0.0093
13169.3,96,0.0092,0.0124,0.0118,0.0148,0.0463,0.0123
13179.3,97,0.0092,0.0109,0.0103,0.0157,0.0433,0.0108
13189.3,98,0.0122,0.0124,0.0133,0.0157,0.0433,0.0154
13199.3,99,0.0107,0.0139,0.0118,0.0157,0.0433,0.0123
13209.3,100,0.0138,0.0185,0.0057,0.0148,0.0417,0.0078
13219.3,101,0.0107,0.0139,0.0026,0.0148,0.0417,0.0078
13229.3,102,0.0077,0.0124,0.0041,0.0148,0.0417,0.0078
13239.3,103,0.0077,0.0093,0.0072,0.0148,0.0433,0.0047
13249.3,104,0.0046,0.0063,0.0057,0.0148,0.0402,0.0001
13259.3,105,0.0000,0.0017,0.0041,0.0148,0.0402,0.0001
13269.3,106,-0.0076,0.0063,-0.0004,0.0157,0.0372,0.0032
13279.3,107,-0.0107,0.0048,-0.0065,0.0157,0.0372,-0.0014
13289.3,108,-0.0137,-0.0059,-0.0035,0.0148,0.0372,-0.0044
13299.3,109,-0.0122,-0.0105,-0.0020,0.0148,0.0372,-0.0044
13309.3,110,-0.0091,-0.0090,0.0041,0.0157,0.0341,0.0017
13319.3,111,-0.0015,-0.0059,0.0011,0.0157,0.0326,0.0047
13329.3,112,0.0031,-0.0059,0.0011,0.0148,0.0341,0.0017
13339.3,113,0.0031,-0.0029,-0.0020,0.0148,0.0326,-0.0044
13349.3,114,-0.0046,-0.0044,-0.0096,0.0165,0.0295,-0.0121
13359.3,115,-0.0122,-0.0105,-0.0142,0.0157,0.0311,-0.0182
13369.3,116,-0.0183,-0.0181,-0.0187,0.0148,0.0311,-0.0151
13379.3,117,-0.0198,-0.0181,-0.0187,0.0157,0.0295,-0.0212
13389.3,118,-0.0198,-0.0227,-0.0233,0.0148,0.0265,-0.0212
13399.3,119,-0.0244,-0.0288,-0.0279,0.0157,0.0250,-0.0243
13409.3,120,-0.0305,-0.0364,-0.0294,0.0148,0.0250,-0.0273
13419.3,121,-0.0305,-0.0349,-0.0294,0.0165,0.0219,-0.0304
13429.3,122,-0.0351,-0.0273,-0.0294,0.0148,0.0219,-0.0289
13439.3,123,-0.0335,-0.0303,-0.0279,0.0148,0.0204,-0.0289
13449.3,124,-0.0335,-0.0334,-0.0309,0.0157,0.0189,-0.0319
13459.3,125,-0.0351,-0.0303,-0.0264,0.0165,0.0219,-0.0334
13469.3,126,-0.0335,-0.0288,-0.0203,0.0157,0.0173,-0.0319
13479.3,127,-0.0351,-0.0319,-0.0187,0.0148,0.0189,-0.0258
13489.3,128,-0.0305,-0.0273,-0.0233,0.0157,0.0173,-0.0212
13499.3,129,-0.0259,-0.0273,-0.0264,0.0157,0.0173,-0.0182
13509.3,130,-0.0229,-0.0288,-0.0279,0.0157,0.0143,-0.0166
13519.3,131,-0.0213,-0.0273,-0.0264,0.0157,0.0143,-0.0166
13529.3,132,-0.0229,-0.0288,-0.0264,0.0157,0.0128,-0.0182
13539.3,133,-0.0290,-0.0303,-0.0294,0.0157,0.0128,-0.0212
13549.3,134,-0.0351,-0.0334,-0.0279,0.0157,0.0112,-0.0243
13559.3,135,-0.0305,-0.0334,-0.0294,0.0165,0.0112,-0.0243
13569.3,136,-0.0274,-0.0319,-0.0264,0.0165,0.0097,-0.0258
13579.3,137,-0.0259,-0.0273,-0.0218,0.0174,0.0082,-0.0289
13589.3,138,-0.0290,-0.0242,-0.0264,0.0157,0.0066,-0.0243
13599.3,139,-0.0244,-0.0288,-0.0279,0.0157,0.0066,-0.0258
13609.3,140,-0.0229,-0.0349,-0.0294,0.0165,0.0051,-0.0319
13619.3,141,-0.0244,-0.0395,-0.0325,0.0157,0.0066,-0.0289
13629.3,142,-0.0259,-0.0380,-0.0309,0.0165,0.0051,-0.0289
13639.3,143,-0.0244,-0.0380,-0.0340,0.0157,0.0051,-0.0258
13649.3,144,-0.0213,-0.0303,-0.0340,0.0165,0.0021,-0.0212
13659.3,145,-0.0229,-0.0288,-0.0309,0.0165,0.0005,-0.0212
13669.3,146,-0.0229,-0.0258,-0.0279,0.0165,0.0021,-0.0227
13679.3,147,-0.0198,-0.0288,-0.0233,0.0165,0.0021,-0.0212
13689.3,148,-0.0168,-0.0288,-0.0218,0.0165,0.0005,-0.0166
13699.3,149,-0.0183,-0.0212,-0.0218,0.0165,0.0005,-0.0166
13709.3,150,-0.0183,-0.0151,-0.0218,0.0165,0.0021,-0.0136
13719.3,151,-0.0137,-0.0105,-0.0187,0.0174,-0.0010,-0.0090
13729.3,152,-0.0061,-0.0135,-0.0111,0.0165,-0.0010,-0.0075
13739.3,153,-0.0076,-0.0151,-0.0111,0.0165,0.0005,-0.0090
13749.3,154,-0.0076,-0.0197,-0.0111,0.0165,-0.0010,-0.0136
13759.3,155,-0.0107,-0.0181,-0.0126,0.0165,0.0005,-0.0121
13769.3,156,-0.0152,-0.0120,-0.0081,0.0165,-0.0010,-0.0075
13779.3,157,-0.0122,-0.0090,-0.0035,0.0174,-0.0010,-0.0060
13789.3,158,-0.0046,-0.0090,0.0011,0.0165,0.0005,-0.0029
13799.3,159,-0.0015,-0.0074,0.0026,0.0165,-0.0025,0.0001
13809.3,160,0.0046,-0.0013,0.0011,0.0174,0.0005,-0.0029
13819.3,161,0.0077,0.0002,0.0026,0.0174,-0.0010,0.0017
13829.3,162,0.0077,0.0048,0.0041,0.0174,0.0021,0.0078
13839.3,163,0.0138,0.0124,0.0103,0.0174,0.0021,0.0154
13849.3,164,0.0183,0.0139,0.0194,0.0165,0.0021,0.0093
13859.3,165,0.0229,0.0170,0.0240,0.0174,0.0021,0.0139
13869.3,166,0.0229,0.0185,0.0316,0.0165,0.0036,0.0246
13879.3,167,0.0275,0.0215,0.0316,0.0174,0.0051,0.0291
13889.3,168,0.0321,0.0200,0.0301,0.0165,0.0051,0.0322
13899.3,169,0.0290,0.0261,0.0347,0.0165,0.0036,0.0352
13909.3,170,0.0275,0.0338,0.0331,0.0165,0.0066,0.0352
13919.3,171,0.0321,0.0399,0.0377,0.0165,0.0082,0.0368
13929.3,172,0.0397,0.0429,0.0423,0.0183,0.0097,0.0398
13939.3,173,0.0412,0.0414,0.0408,0.0174,0.0097,0.0459
13949.3,174,0.0412,0.0475,0.0377,0.0165,0.0128,0.0505
13959.3,175,0.0458,0.0521,0.0423,0.0174,0.0112,0.0490
13969.3,176,0.0504,0.0551,0.0530,0.0174,0.0128,0.0551
13979.3,177,0.0534,0.0597,0.0484,0.0165,0.0128,0.0551
13989.3,178,0.0626,0.0643,0.0484,0.0165,0.0158,0.0505
13999.3,179,0.0656,0.0612,0.0545,0.0165,0.0173,0.0505
14009.3,180,0.0702,0.0658,0.0621,0.0174,0.0173,0.0566
14019.3,181,0.0687,0.0643,0.0682,0.0183,0.0173,0.0642
14029.3,182,0.0641,0.0673,0.0759,0.0165,0.0204,0.0688
14039.3,183,0.0626,0.0704,0.0698,0.0174,0.0219,0.0703
14049.3,184,0.0641,0.0704,0.0698,0.0157,0.0219,0.0688
14059.3,185,0.0687,0.0689,0.0698,0.0165,0.0250,0.0688
14069.3,186,0.0672,0.0673,0.0667,0.0174,0.0250,0.0703
14079.3,187,0.0672,0.0704,0.0652,0.0174,0.0280,0.0673
14089.3,188,0.0641,0.0673,0.0667,0.0174,0.0265,0.0596
14099.3,189,0.0641,0.0658,0.0652,0.0157,0.0265,0.0551
14109.3,190,0.0565,0.0597,0.0621,0.0174,0.0280,0.0520
14119.3,191,0.0489,0.0536,0.0515,0.0183,0.0295,0.0535
14129.3,192,0.0443,0.0460,0.0438,0.0174,0.0311,0.0474
14139.3,193,0.0473,0.0444,0.0438,0.0174,0.0311,0.0429
14149.3,194,0.0443,0.0429,0.0423,0.0174,0.0326,0.0444
14159.3,195,0.0382,0.0414,0.0392,0.0174,0.0311,0.0429
14169.3,196,0.0305,0.0414,0.0362,0.0174,0.0311,0.0459
14179.3,197,0.0260,0.0353,0.0423,0.0165,0.0295,0.0413
14189.3,198,0.0290,0.0353,0.0438,0.0174,0.0326,0.0337
14199.3,199,0.0290,0.0399,0.0392,0.0183,0.0311,0.0352
14209.3,200,0.0321,0.0368,0.0347,0.0174,0.0341,0.0398
14219.3,201,0.0366,0.0353,0.0362,0.0174,0.0326,0.0398
14229.3,202,0.0397,0.0338,0.0347,0.0165,0.0356,0.0368
14239.3,203,0.0412,0.0399,0.0377,0.0165,0.0341,0.0291
14249.3,204,0.0397,0.0399,0.0377,0.0165,0.0311,0.0291
14259.3,205,0.0351,0.0399,0.0316,0.0165,0.0326,0.0307
14269.3,206,0.0290,0.0353,0.0286,0.0165,0.0326,0.0291
14279.3,207,0.0290,0.0383,0.0286,0.0165,0.0341,0.0276
14289.3,208,0.0305,0.0368,0.0331,0.0165,0.0326,0.0383
14299.3,209,0.0351,0.0383,0.0362,0.0174,0.0326,0.0413
14309.3,210,0.0366,0.0399,0.0347,0.0165,0.0356,0.0429
14319.3,211,0.0351,0.0399,0.0316,0.0165,0.0326,0.0413
14329.3,212,0.0305,0.0338,0.0331,0.0165,0.0341,0.0383
14339.3,213,0.0351,0.0338,0.0362,0.0174,0.0326,0.0352
14349.3,214,0.0412,0.0353,0.0362,0.0174,0.0341,0.0398
14359.3,215,0.0412,0.0307,0.0377,0.0165,0.0341,0.0398
14369.3,216,0.0366,0.0368,0.0392,0.0174,0.0341,0.0398
14379.3,217,0.0351,0.0383,0.0408,0.0157,0.0341,0.0383
14389.3,218,0.0427,0.0414,0.0438,0.0165,0.0326,0.0368
14399.2,219,0.0412,0.0429,0.0438,0.0157,0.0356,0.0429
14409.2,220,0.0382,0.0414,0.0469,0.0165,0.0341,0.0474
14419.2,221,0.0397,0.0383,0.0408,0.0165,0.0356,0.0429
14429.2,222,0.0366,0.0383,0.0408,0.0174,0.0356,0.0413
14439.2,223,0.0336,0.0399,0.0408,0.0165,0.0356,0.0368
14449.2,224,0.0321,0.0383,0.0377,0.0174,0.0387,0.0368
14459.2,225,0.0305,0.0383,0.0362,0.0174,0.0372,0.0368
14469.2,226,0.0321,0.0353,0.0362,0.0174,0.0356,0.0307
14479.2,227,0.0351,0.0292,0.0270,0.0157,0.0356,0.0307
14489.2,228,0.0382,0.0322,0.0255,0.0165,0.0372,0.0261
14499.2,229,0.0382,0.0322,0.0240,0.0165,0.0387,0.0276
14509.2,230,0.0305,0.0292,0.0255,0.0165,0.0356,0.0307
14519.2,231,0.0290,0.0322,0.0286,0.0174,0.0372,0.0307
14529.2,232,0.0260,0.0353,0.0240,0.0165,0.0356,0.0246
14539.2,233,0.0229,0.0322,0.0255,0.0165,0.0356,0.0215
14549.2,234,0.0229,0.0246,0.0255,0.0174,0.0356,0.0215
14559.2,235,0.0244,0.0185,0.0255,0.0165,0.0356,0.0184
14569.2,236,0.0244,0.0139,0.0255,0.0165,0.0356,0.0184
14579.2,237,0.0275,0.0154,0.0194,0.0165,0.0356,0.0154
14589.2,238,0.0321,0.0139,0.0133,0.0174,0.0356,0.0139
14599.2,239,0.0336,0.0170,0.0087,0.0174,0.0356,0.0108
14609.2,240,0.0275,0.0185,0.0087,0.0165,0.0341,0.0123
14619.2,241,0.0260,0.0185,0.0118,0.0174,0.0356,0.0108
14629.2,242,0.0229,0.0139,0.0118,0.0174,0.0341,0.0078
14639.2,243,0.0168,0.0124,0.0103,0.0165,0.0326,0.0062
14649.2,244,0.0107,0.0124,0.0057,0.0165,0.0311,0.0062
